reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.4,1067
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.45,1372
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.5,1672
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.55,1973
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.6,2278
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.65,2593
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.7,2926
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.75,3284
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.8,3684
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.85,4150
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.9,4736
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.95,5604
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.975,6357
2025-10-04,wk inc flu hosp,1,2025-10-11,US,quantile,0.99,7234
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.01,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.025,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.05,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.1,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.15,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.2,8
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.25,316
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.3,748
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.35,1148
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.4,1528
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.45,2103
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.5,2682
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.55,3260
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.6,3848
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.65,4456
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.7,5096
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.75,5788
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.8,6558
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.85,7454
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.9,8584
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.95,10256
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.975,11708
2025-10-04,wk inc flu hosp,2,2025-10-18,US,quantile,0.99,13394
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.01,8
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.025,8
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.05,8
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.1,8
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.15,8
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.2,227
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.25,858
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.3,1424
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.35,1948
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.4,2446
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.45,3040
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.5,3827
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.55,4614
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.6,5412
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.65,6238
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.7,7109
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.75,8048
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.8,9094
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.85,10314
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.9,11848
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.95,14122
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.975,16094
2025-10-04,wk inc flu hosp,3,2025-10-25,US,quantile,0.99,18388
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.2,0
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.25,114
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.3,423
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.35,753
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.4,1067
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.45,1370
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.5,1669
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.55,1967
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.6,2270
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.65,2584
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.7,2914
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.75,3271
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.8,3668
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.85,4130
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.9,4713
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.95,5576
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.975,6324
2025-10-11,wk inc flu hosp,1,2025-10-18,US,quantile,0.99,7194
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.2,0
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.25,349
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.3,778
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.35,1175
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.4,1650
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.45,2236
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.5,2811
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.55,3386
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.6,3972
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.65,4576
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.7,5214
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.75,5901
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.8,6666
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.85,7559
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.9,8682
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.95,10346
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.975,11790
2025-10-11,wk inc flu hosp,2,2025-10-25,US,quantile,0.99,13468
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.01,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.025,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.05,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.1,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.15,0
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.2,460
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.25,1087
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.3,1650
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.35,2171
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.4,2666
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.45,3368
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.5,4152
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.55,4934
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.6,5730
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.65,6552
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.7,7419
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.75,8354
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.8,9396
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.85,10610
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.9,12138
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.95,14402
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.975,16365
2025-10-11,wk inc flu hosp,3,2025-11-01,US,quantile,0.99,18648
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.2,40
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.25,328
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.3,682
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.35,1010
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.4,1322
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.45,1624
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.5,1920
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.55,2216
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.6,2518
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.65,2830
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.7,3158
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.75,3512
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.8,3906
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.85,4366
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.9,4945
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.95,5802
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.975,6546
2025-10-18,wk inc flu hosp,1,2025-10-25,US,quantile,0.99,7412
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.15,0
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.2,228
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.25,702
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.3,1127
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.35,1521
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.4,2072
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.45,2654
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.5,3226
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.55,3798
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.6,4380
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.65,4982
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.7,5614
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.75,6298
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.8,7060
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.85,7948
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.9,9064
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.95,10719
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.975,12154
2025-10-18,wk inc flu hosp,2,2025-11-01,US,quantile,0.99,13823
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.01,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.025,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.05,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.1,0
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.15,223
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.2,948
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.25,1570
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.3,2130
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.35,2647
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.4,3138
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.45,3915
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.5,4694
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.55,5473
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.6,6265
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.65,7084
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.7,7946
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.75,8876
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.8,9912
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.85,11120
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.9,12640
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.95,14892
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.975,16846
2025-10-18,wk inc flu hosp,3,2025-11-08,US,quantile,0.99,19118
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.2,179
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.25,470
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.3,823
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.35,1149
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.4,1459
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.45,1758
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.5,2053
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.55,2348
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.6,2648
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.65,2958
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.7,3284
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.75,3636
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.8,4029
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.85,4486
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.9,5061
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.95,5914
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.975,6653
2025-10-25,wk inc flu hosp,1,2025-11-01,US,quantile,0.99,7513
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.15,0
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.2,480
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.25,951
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.3,1374
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.35,1765
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.4,2304
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.45,2883
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.5,3453
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.55,4022
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.6,4601
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.65,5199
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.7,5830
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.75,6510
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.8,7268
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.85,8150
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.9,9262
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.95,10908
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.975,12337
2025-10-25,wk inc flu hosp,2,2025-11-08,US,quantile,0.99,13998
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.01,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.025,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.05,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.1,0
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.15,718
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.2,1440
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.25,2059
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.3,2615
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.35,3130
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.4,3618
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.45,4384
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.5,5160
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.55,5936
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.6,6725
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.65,7540
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.7,8398
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.75,9326
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.8,10358
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.85,11562
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.9,13076
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.95,15320
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.975,17266
2025-10-25,wk inc flu hosp,3,2025-11-15,US,quantile,0.99,19529
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.01,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.025,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.05,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.1,0
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.15,46
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.2,359
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.25,749
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.3,1100
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.35,1425
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.4,1733
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.45,2031
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.5,2324
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.55,2617
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.6,2915
2025-11-01,wk inc flu hosp,1,2025-11-08,US,quantile,0.65,3223
